liczba_przypadkow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;data_raportu;stan_rekordu_na;wojewodztwo
533;13;0;13;834;498;13562;2682;600;2040;42;t26;20211216;2021-12-15;Świętokrzyskie
998;24;9;15;1380;1009;24565;4205;1068;3093;44;t28;20211216;2021-12-15;Warmińsko-mazurskie
1995;44;10;34;3556;1991;71194;8224;2110;5994;120;t30;20211216;2021-12-15;Wielkopolskie
1295;19;1;18;1959;1096;29386;5399;1408;3901;90;t32;20211216;2021-12-15;Zachodniopomorskie
20027;566;148;418;34008;28060;638240;101839;21683;78778;1378;t00;20211217;2021-12-16;cały kraj
1846;21;12;9;2666;2396;51299;7645;2005;5546;94;t02;20211217;2021-12-16;Dolnośląskie
1164;29;6;23;2136;1423;33550;5661;1251;4328;82;t04;20211217;2021-12-16;Kujawsko-pomorskie
584;43;9;34;1556;858;19617;5207;657;4511;39;t06;20211217;2021-12-16;Lubelskie
649;15;6;9;1102;721;22150;2734;709;1987;38;t08;20211217;2021-12-16;Lubuskie
1071;41;7;34;2098;1590;36551;6311;1218;5031;62;t10;20211217;2021-12-16;Łódzkie
1904;31;12;19;2849;2460;56053;8642;2038;6462;142;t12;20211217;2021-12-16;Małopolskie
2621;89;29;60;4254;4056;94487;14721;2861;11632;228;t14;20211217;2021-12-16;Mazowieckie
675;19;5;14;985;841;22009;2539;734;1757;48;t16;20211217;2021-12-16;Opolskie
702;48;6;42;1112;981;23217;4281;752;3521;8;t18;20211217;2021-12-16;Podkarpackie
226;14;1;13;670;547;9503;2115;250;1853;12;t20;20211217;2021-12-16;Podlaskie
1301;28;4;24;2162;1725;44424;6375;1376;4902;97;t22;20211217;2021-12-16;Pomorskie
2972;88;29;59;4790;4095;76609;12512;3176;9125;211;t24;20211217;2021-12-16;Śląskie
427;28;6;22;882;687;14391;2468;467;1964;37;t26;20211217;2021-12-16;Świętokrzyskie
653;17;8;9;1319;1134;26404;3668;710;2923;35;t28;20211217;2021-12-16;Warmińsko-mazurskie
1935;35;8;27;3416;3191;75895;8657;2069;6434;154;t30;20211217;2021-12-16;Wielkopolskie
1164;20;0;20;1970;1220;31973;5171;1257;3835;79;t32;20211217;2021-12-16;Zachodniopomorskie
19397;543;145;398;32680;29265;589220;102299;21128;79634;1537;t00;20211218;2021-12-17;cały kraj
1624;40;31;9;2430;2787;46391;7500;1778;5630;92;t02;20211218;2021-12-17;Dolnośląskie
1099;16;1;15;1979;1651;31330;5209;1175;3974;60;t04;20211218;2021-12-17;Kujawsko-pomorskie
516;26;5;21;1483;839;18407;4034;569;3433;32;t06;20211218;2021-12-17;Lubelskie
595;8;4;4;943;1005;20611;2605;661;1902;42;t08;20211218;2021-12-17;Lubuskie
1138;42;16;26;2035;1800;33530;6960;1294;5549;117;t10;20211218;2021-12-17;Łódzkie
1664;38;10;28;2937;2643;50807;8382;1779;6464;139;t12;20211218;2021-12-17;Małopolskie
2879;50;15;35;3964;4077;87952;16693;3140;13217;336;t14;20211218;2021-12-17;Mazowieckie
662;21;3;18;917;1029;20023;2544;720;1772;52;t16;20211218;2021-12-17;Opolskie
669;87;7;80;1150;1010;21355;4567;738;3799;30;t18;20211218;2021-12-17;Podkarpackie
252;12;0;12;655;460;8632;2064;287;1761;16;t20;20211218;2021-12-17;Podlaskie
1282;33;2;31;2008;1850;40931;6418;1367;4964;87;t22;20211218;2021-12-17;Pomorskie
2581;58;17;41;4420;3889;71164;11980;2798;9002;180;t24;20211218;2021-12-17;Śląskie
412;21;1;20;850;654;12978;2426;461;1932;33;t26;20211218;2021-12-17;Świętokrzyskie
792;16;6;10;1323;994;23981;3872;867;2972;33;t28;20211218;2021-12-17;Warmińsko-mazurskie
2008;54;25;29;3573;2795;71322;8727;2108;6450;169;t30;20211218;2021-12-17;Wielkopolskie
1077;21;2;19;1976;1680;29709;4867;1218;3544;105;t32;20211218;2021-12-17;Zachodniopomorskie
15976;70;17;53;1232;25045;512473;72684;17328;54238;1118;t00;20211219;2021-12-18;cały kraj
1560;0;0;0;54;2365;39672;5541;1669;3817;55;t02;20211219;2021-12-18;Dolnośląskie
777;1;0;1;108;1334;26952;3188;823;2310;55;t04;20211219;2021-12-18;Kujawsko-pomorskie
303;0;0;0;76;681;16381;2318;336;1944;38;t06;20211219;2021-12-18;Lubelskie
625;7;3;4;12;876;18089;2306;672;1577;57;t08;20211219;2021-12-18;Lubuskie
860;1;0;1;85;1305;29624;4630;973;3586;71;t10;20211219;2021-12-18;Łódzkie
1585;1;1;0;46;2214;43769;6606;1700;4826;80;t12;20211219;2021-12-18;Małopolskie
2040;39;10;29;121;3666;76624;11331;2264;8887;180;t14;20211219;2021-12-18;Mazowieckie
650;0;0;0;10;876;17080;2077;697;1343;37;t16;20211219;2021-12-18;Opolskie
448;0;0;0;31;783;18876;2917;515;2396;6;t18;20211219;2021-12-18;Podkarpackie
171;3;1;2;16;422;7363;1242;186;1052;4;t20;20211219;2021-12-18;Podlaskie
1049;4;2;2;52;1456;35996;5273;1129;4052;92;t22;20211219;2021-12-18;Pomorskie
2329;6;0;6;139;3768;62068;9004;2485;6351;168;t24;20211219;2021-12-18;Śląskie
368;0;0;0;12;561;11158;1782;423;1334;25;t26;20211219;2021-12-18;Świętokrzyskie
457;0;0;0;14;951;21493;1877;489;1362;26;t28;20211219;2021-12-18;Warmińsko-mazurskie
1891;0;0;0;204;2472;61062;6743;2004;4599;140;t30;20211219;2021-12-18;Wielkopolskie
745;8;0;8;251;1212;26200;3342;829;2435;78;t32;20211219;2021-12-18;Zachodniopomorskie
9609;29;6;23;612;24044;445032;55001;10668;43542;791;t00;20211220;2021-12-19;cały kraj
899;0;0;0;22;2218;34113;3935;1030;2850;55;t02;20211220;2021-12-19;Dolnośląskie
385;10;1;9;43;1251;23283;2273;428;1821;24;t04;20211220;2021-12-19;Kujawsko-pomorskie
177;0;0;0;26;752;14301;2113;197;1910;6;t06;20211220;2021-12-19;Lubelskie
270;3;3;0;7;697;15634;1363;300;1040;23;t08;20211220;2021-12-19;Lubuskie
575;1;0;1;47;1332;25924;3324;677;2628;19;t10;20211220;2021-12-19;Łódzkie
824;4;0;4;39;2262;37944;5168;915;4086;167;t12;20211220;2021-12-19;Małopolskie
1628;6;1;5;73;3502;66858;9903;1777;7986;140;t14;20211220;2021-12-19;Mazowieckie
342;0;0;0;5;852;14217;1314;392;912;10;t16;20211220;2021-12-19;Opolskie
264;2;0;2;16;918;16903;2081;308;1743;30;t18;20211220;2021-12-19;Podkarpackie
79;1;1;0;7;312;6302;1068;93;974;1;t20;20211220;2021-12-19;Podlaskie
831;0;0;0;16;1479;31728;4132;911;3184;37;t22;20211220;2021-12-19;Pomorskie
1360;0;0;0;96;3023;53060;6707;1480;5115;112;t24;20211220;2021-12-19;Śląskie
191;0;0;0;4;610;9724;1387;224;1139;24;t26;20211220;2021-12-19;Świętokrzyskie
246;0;0;0;15;894;18616;1321;267;1040;14;t28;20211220;2021-12-19;Warmińsko-mazurskie
834;0;0;0;49;2650;53302;4051;900;3080;71;t30;20211220;2021-12-19;Wielkopolskie
616;2;0;2;147;1200;23080;2754;671;2038;45;t32;20211220;2021-12-19;Zachodniopomorskie
13806;538;132;406;41915;20283;438862;93279;15537;76787;955;t00;20211221;2021-12-20;cały kraj
1187;33;22;11;3161;1905;34224;6804;1359;5384;61;t02;20211221;2021-12-20;Dolnośląskie
990;48;8;40;2574;903;22393;5616;1062;4507;47;t04;20211221;2021-12-20;Kujawsko-pomorskie
532;41;7;34;1908;518;13996;4666;597;4046;23;t06;20211221;2021-12-20;Lubelskie
306;13;6;7;1263;685;15968;2303;348;1923;32;t08;20211221;2021-12-20;Lubuskie
913;44;5;39;2554;1144;25898;6304;1041;5205;58;t10;20211221;2021-12-20;Łódzkie
1108;59;22;37;3320;1874;36866;7008;1248;5657;103;t12;20211221;2021-12-20;Małopolskie
1761;31;6;25;5363;2786;66988;14541;2075;12310;156;t14;20211221;2021-12-20;Mazowieckie
355;32;4;28;1267;870;14337;2117;396;1675;46;t16;20211221;2021-12-20;Opolskie
458;14;3;11;1520;707;16621;4273;539;3723;11;t18;20211221;2021-12-20;Podkarpackie
212;13;1;12;836;222;6323;1947;232;1705;10;t20;20211221;2021-12-20;Podlaskie
929;20;7;13;2773;1322;31606;5702;1006;4618;78;t22;20211221;2021-12-20;Pomorskie
1650;104;25;79;5457;3207;52124;10035;1879;8021;135;t24;20211221;2021-12-20;Śląskie
338;12;1;11;1023;414;9692;2324;387;1915;22;t26;20211221;2021-12-20;Świętokrzyskie
590;29;7;22;1751;660;17777;3954;631;3296;27;t28;20211221;2021-12-20;Warmińsko-mazurskie
1563;34;6;28;4751;1923;52094;8043;1684;6277;82;t30;20211221;2021-12-20;Wielkopolskie
768;11;2;9;2332;1067;21869;4569;888;3626;55;t32;20211221;2021-12-20;Zachodniopomorskie
18021;775;247;528;29345;12254;383232;101743;19615;80788;1340;t00;20211222;2021-12-21;cały kraj
1527;62;36;26;2305;1180;29442;7390;1680;5634;76;t02;20211222;2021-12-21;Dolnośląskie
850;29;4;25;1778;601;18915;4672;909;3723;40;t04;20211222;2021-12-21;Kujawsko-pomorskie
503;33;7;26;1357;256;12600;4247;549;3674;24;t06;20211222;2021-12-21;Lubelskie
419;17;12;5;778;416;13355;2409;461;1897;51;t08;20211222;2021-12-21;Lubuskie
1062;48;8;40;1886;774;23126;7039;1221;5736;82;t10;20211222;2021-12-21;Łódzkie
1710;106;39;67;2381;1088;32461;8527;1852;6494;181;t12;20211222;2021-12-21;Małopolskie
2785;85;27;58;3799;1854;58609;17961;3050;14663;248;t14;20211222;2021-12-21;Mazowieckie
549;26;3;23;811;529;12732;2213;597;1584;32;t16;20211222;2021-12-21;Opolskie
576;63;14;49;1006;353;14277;4055;642;3398;15;t18;20211222;2021-12-21;Podkarpackie
227;15;0;15;642;135;5801;2043;249;1782;12;t20;20211222;2021-12-21;Podlaskie
1241;36;4;32;1884;877;28129;6767;1333;5337;97;t22;20211222;2021-12-21;Pomorskie
2425;82;41;41;3953;1571;46486;11942;2629;9135;178;t24;20211222;2021-12-21;Śląskie
412;32;4;28;707;301;8397;2446;456;1965;25;t26;20211222;2021-12-21;Świętokrzyskie
633;32;10;22;1146;369;14625;3567;683;2849;35;t28;20211222;2021-12-21;Warmińsko-mazurskie
2026;81;31;50;3140;1238;44943;8528;2126;6251;151;t30;20211222;2021-12-21;Wielkopolskie
929;28;7;21;1744;644;19258;4738;1014;3646;78;t32;20211222;2021-12-21;Zachodniopomorskie
17156;616;134;482;26839;19225;397998;97860;18824;77718;1318;t00;20211223;2021-12-22;cały kraj
1626;41;18;23;1961;1595;30274;7241;1766;5390;85;t02;20211223;2021-12-22;Dolnośląskie
958;28;4;24;1607;1329;19833;5009;1019;3921;69;t04;20211223;2021-12-22;Kujawsko-pomorskie
464;25;1;24;1271;811;12873;4568;507;4042;19;t06;20211223;2021-12-22;Lubelskie
489;10;9;1;716;522;13544;2384;537;1801;46;t08;20211223;2021-12-22;Lubuskie
1111;61;14;47;1822;1321;24578;6800;1265;5455;80;t10;20211223;2021-12-22;Łódzkie
1604;53;15;38;2205;1608;33168;8291;1734;6417;140;t12;20211223;2021-12-22;Małopolskie
2269;72;14;58;3523;2709;60041;15507;2550;12788;169;t14;20211223;2021-12-22;Mazowieckie
644;13;1;12;715;508;13277;2450;706;1667;77;t16;20211223;2021-12-22;Opolskie
547;65;7;58;861;748;14909;4043;611;3419;13;t18;20211223;2021-12-22;Podkarpackie
169;25;1;24;512;290;5928;1852;195;1641;16;t20;20211223;2021-12-22;Podlaskie
1165;21;6;15;1652;1124;28997;6536;1264;5163;109;t22;20211223;2021-12-22;Pomorskie
2204;84;8;76;3706;2291;47284;10702;2439;8107;156;t24;20211223;2021-12-22;Śląskie
389;10;0;10;635;446;8705;2190;422;1744;24;t26;20211223;2021-12-22;Świętokrzyskie
568;30;9;21;1063;832;15436;3382;637;2720;25;t28;20211223;2021-12-22;Warmińsko-mazurskie
1906;62;23;39;2976;1858;48684;8960;2011;6797;152;t30;20211223;2021-12-22;Wielkopolskie
891;16;4;12;1584;1145;20382;4583;989;3478;116;t32;20211223;2021-12-22;Zachodniopomorskie
15392;596;164;432;23489;24781;398991;89629;17016;71402;1211;t00;20211224;2021-12-23;cały kraj
1330;50;32;18;1641;1971;30234;6308;1483;4756;69;t02;20211224;2021-12-23;Dolnośląskie
923;41;4;37;1440;1092;19684;4555;1025;3482;48;t04;20211224;2021-12-23;Kujawsko-pomorskie
506;34;6;28;1102;675;12680;3662;556;3079;27;t06;20211224;2021-12-23;Lubelskie
446;16;8;8;564;613;13669;2325;498;1787;40;t08;20211224;2021-12-23;Lubuskie
965;40;5;35;1556;1447;24715;5977;1102;4821;54;t10;20211224;2021-12-23;Łódzkie
1449;36;10;26;2101;2279;32970;7737;1623;5970;144;t12;20211224;2021-12-23;Małopolskie
2119;55;22;33;3076;3653;59729;15596;2352;12996;248;t14;20211224;2021-12-23;Mazowieckie
578;13;0;13;664;748;13465;2235;637;1560;38;t16;20211224;2021-12-23;Opolskie
487;59;7;52;848;930;15069;3318;531;2774;13;t18;20211224;2021-12-23;Podkarpackie
189;16;2;14;471;393;5987;1651;208;1433;10;t20;20211224;2021-12-23;Podlaskie
1051;30;1;29;1476;1772;29068;5965;1135;4739;91;t22;20211224;2021-12-23;Pomorskie
2053;87;25;62;2942;3634;46613;10633;2261;8206;166;t24;20211224;2021-12-23;Śląskie
359;7;3;4;597;609;8740;2078;397;1654;27;t26;20211224;2021-12-23;Świętokrzyskie
460;27;13;14;920;936;15430;2862;500;2343;19;t28;20211224;2021-12-23;Warmińsko-mazurskie
1523;53;22;31;2454;2655;50018;7619;1629;5868;122;t30;20211224;2021-12-23;Wielkopolskie
843;32;4;28;1608;1278;20847;4184;947;3155;82;t32;20211224;2021-12-23;Zachodniopomorskie
10788;269;62;207;9967;22270;339489;57371;11859;44652;860;t00;20211225;2021-12-24;cały kraj
1130;4;1;3;586;2077;25427;4490;1254;3171;65;t02;20211225;2021-12-24;Dolnośląskie
445;21;3;18;713;1308;16995;2396;478;1878;40;t04;20211225;2021-12-24;Kujawsko-pomorskie
302;22;4;18;479;698;10504;2101;345;1738;18;t06;20211225;2021-12-24;Lubelskie
294;12;9;3;262;769;11756;1229;332;870;27;t08;20211225;2021-12-24;Lubuskie
673;0;0;0;603;1521;20930;3711;762;2902;47;t10;20211225;2021-12-24;Łódzkie
914;7;5;2;890;1750;27860;4848;1017;3732;99;t12;20211225;2021-12-24;Małopolskie
1542;27;7;20;1338;3006;50107;10581;1718;8714;149;t14;20211225;2021-12-24;Mazowieckie
385;19;4;15;236;941;12221;1384;415;947;22;t16;20211225;2021-12-24;Opolskie
394;32;6;26;288;781;13182;2162;446;1704;12;t18;20211225;2021-12-24;Podkarpackie
120;4;0;4;215;276;5119;958;138;812;8;t20;20211225;2021-12-24;Podlaskie
603;15;0;15;732;1404;24650;3685;654;2972;59;t22;20211225;2021-12-24;Pomorskie
1344;37;5;32;1180;2920;39322;6667;1458;5086;123;t24;20211225;2021-12-24;Śląskie
299;6;0;6;276;536;7624;1533;334;1167;32;t26;20211225;2021-12-24;Świętokrzyskie
363;7;3;4;395;854;12458;1798;398;1390;10;t28;20211225;2021-12-24;Warmińsko-mazurskie
1215;36;13;23;971;2095;43551;5005;1288;3628;89;t30;20211225;2021-12-24;Wielkopolskie
670;20;2;18;786;1252;17723;2698;717;1930;51;t32;20211225;2021-12-24;Zachodniopomorskie
6252;16;5;11;421;20338;289150;38390;7027;30865;498;t00;20211226;2021-12-25;cały kraj
458;2;2;0;17;1916;21779;2233;533;1669;31;t02;20211226;2021-12-25;Dolnośląskie
327;2;0;2;47;1140;14752;1827;359;1441;27;t04;20211226;2021-12-25;Kujawsko-pomorskie
127;0;0;0;21;619;8824;1103;144;952;7;t06;20211226;2021-12-25;Lubelskie
260;1;1;0;1;736;9924;1201;294;889;18;t08;20211226;2021-12-25;Lubuskie
277;0;0;0;11;1127;18073;2172;320;1841;11;t10;20211226;2021-12-25;Łódzkie
750;3;2;1;102;1895;23737;3756;854;2839;63;t12;20211226;2021-12-25;Małopolskie
1002;3;0;3;55;2672;42416;7089;1132;5875;82;t14;20211226;2021-12-25;Mazowieckie
218;0;0;0;2;677;10462;814;240;560;14;t16;20211226;2021-12-25;Opolskie
197;0;0;0;13;661;11449;1478;219;1255;4;t18;20211226;2021-12-25;Podkarpackie
59;0;0;0;1;227;4444;663;62;597;4;t20;20211226;2021-12-25;Podlaskie
411;1;0;1;28;1315;21165;2746;455;2225;66;t22;20211226;2021-12-25;Pomorskie
853;0;0;0;44;2894;33384;4493;945;3464;84;t24;20211226;2021-12-25;Śląskie
168;0;0;0;1;430;6443;1009;185;808;16;t26;20211226;2021-12-25;Świętokrzyskie
160;2;0;2;1;687;10503;964;179;778;7;t28;20211226;2021-12-25;Warmińsko-mazurskie
584;0;0;0;63;2066;36600;3247;638;2580;29;t30;20211226;2021-12-25;Wielkopolskie
334;2;0;2;14;1192;15154;1860;393;1443;24;t32;20211226;2021-12-25;Zachodniopomorskie
5029;38;10;28;347;19554;251467;42126;5751;36008;367;t00;20211227;2021-12-26;cały kraj
338;0;0;0;11;1789;19676;2271;373;1869;29;t02;20211227;2021-12-26;Dolnośląskie
189;1;0;1;59;1163;12771;1754;222;1515;17;t04;20211227;2021-12-26;Kujawsko-pomorskie
108;1;0;1;16;528;7734;1734;129;1595;10;t06;20211227;2021-12-26;Lubelskie
121;1;1;0;4;563;8207;959;143;808;8;t08;20211227;2021-12-26;Lubuskie
294;1;1;0;34;1134;15909;2624;380;2228;16;t10;20211227;2021-12-26;Łódzkie
585;29;4;25;15;1671;21208;4306;650;3622;34;t12;20211227;2021-12-26;Małopolskie
776;4;3;1;58;2911;36915;7339;916;6365;58;t14;20211227;2021-12-26;Mazowieckie
203;0;0;0;7;685;8886;979;228;746;5;t16;20211227;2021-12-26;Opolskie
166;0;0;0;17;646;10265;1918;184;1730;4;t18;20211227;2021-12-26;Podkarpackie
63;0;0;0;5;254;3893;771;72;697;2;t20;20211227;2021-12-26;Podlaskie
490;0;0;0;17;1203;18478;2977;539;2384;54;t22;20211227;2021-12-26;Pomorskie
671;0;0;0;41;2586;28483;4948;772;4108;68;t24;20211227;2021-12-26;Śląskie
112;1;1;0;8;457;5741;1055;129;915;11;t26;20211227;2021-12-26;Świętokrzyskie
135;0;0;0;3;757;8757;972;149;818;5;t28;20211227;2021-12-26;Warmińsko-mazurskie
492;0;0;0;33;2065;31134;3325;544;2757;24;t30;20211227;2021-12-26;Wielkopolskie
215;0;0;0;19;1075;13380;1642;242;1385;15;t32;20211227;2021-12-26;Zachodniopomorskie
9843;549;186;363;36441;16795;250422;88433;11380;76200;853;t00;20211228;2021-12-27;cały kraj
727;59;41;18;2644;1528;19891;5917;926;4929;62;t02;20211228;2021-12-27;Dolnośląskie
668;55;6;49;2180;805;12930;5129;736;4335;58;t04;20211228;2021-12-27;Kujawsko-pomorskie
489;20;5;15;1737;337;7951;4778;557;4207;14;t06;20211228;2021-12-27;Lubelskie
207;7;7;0;1075;672;7893;2069;264;1788;17;t08;20211228;2021-12-27;Lubuskie
783;65;33;32;2271;847;15501;6650;877;5710;63;t10;20211228;2021-12-27;Łódzkie
783;96;35;61;3044;1804;21465;7069;881;6109;79;t12;20211228;2021-12-27;Małopolskie
1392;42;10;32;4582;2179;37991;13267;1602;11520;145;t14;20211228;2021-12-27;Mazowieckie
233;28;3;25;1159;703;8583;2089;272;1802;15;t16;20211228;2021-12-27;Opolskie
384;7;0;7;1357;441;10042;4488;440;4028;20;t18;20211228;2021-12-27;Podkarpackie
171;13;0;13;867;200;4135;2074;192;1873;9;t20;20211228;2021-12-27;Podlaskie
749;13;2;11;2264;1215;17845;5543;829;4633;81;t22;20211228;2021-12-27;Pomorskie
1054;70;19;51;4889;2524;29051;9040;1253;7677;110;t24;20211228;2021-12-27;Śląskie
234;12;4;8;913;378;5842;2152;268;1859;25;t26;20211228;2021-12-27;Świętokrzyskie
396;20;11;9;1525;497;8608;3292;459;2810;23;t28;20211228;2021-12-27;Warmińsko-mazurskie
891;33;10;23;3879;1770;29425;6564;1029;5464;71;t30;20211228;2021-12-27;Wielkopolskie
592;9;0;9;1996;837;13188;4661;694;3914;53;t32;20211228;2021-12-27;Zachodniopomorskie
15571;794;227;567;26843;9881;216020;101582;17269;82963;1350;t00;20211229;2021-12-28;cały kraj
1348;61;41;20;1970;933;18113;7146;1495;5546;105;t02;20211229;2021-12-28;Dolnośląskie
775;41;9;32;1668;435;11078;5041;820;4152;69;t04;20211229;2021-12-28;Kujawsko-pomorskie
484;46;13;33;1323;201;7048;4557;535;4003;19;t06;20211229;2021-12-28;Lubelskie
345;9;6;3;683;208;6625;2295;386;1887;22;t08;20211229;2021-12-28;Lubuskie
999;72;42;30;1680;662;13041;6772;1145;5577;50;t10;20211229;2021-12-28;Łódzkie
1467;69;21;48;2254;886;19435;8607;1655;6841;111;t12;20211229;2021-12-28;Małopolskie
2130;96;20;76;3478;1677;33820;16334;2415;13649;270;t14;20211229;2021-12-28;Mazowieckie
440;24;3;21;732;335;7190;2234;501;1701;32;t16;20211229;2021-12-28;Opolskie
535;38;7;31;939;310;8513;4633;599;4012;22;t18;20211229;2021-12-28;Podkarpackie
257;23;1;22;592;98;3836;2287;289;1982;16;t20;20211229;2021-12-28;Podlaskie
996;46;1;45;1787;747;14989;6423;1093;5194;136;t22;20211229;2021-12-28;Pomorskie
2117;88;15;73;3670;1376;26386;11832;2342;9301;189;t24;20211229;2021-12-28;Śląskie
369;51;17;34;628;227;5282;2385;411;1952;22;t26;20211229;2021-12-28;Świętokrzyskie
524;20;4;16;1000;255;7116;3377;574;2765;38;t28;20211229;2021-12-28;Warmińsko-mazurskie
1896;81;25;56;2772;973;22719;9380;2019;7186;175;t30;20211229;2021-12-28;Wielkopolskie
776;29;2;27;1619;516;10743;4663;864;3740;59;t32;20211229;2021-12-28;Zachodniopomorskie
14325;709;200;509;26065;14648;218542;95608;15956;78346;1306;t00;20211230;2021-12-29;cały kraj
1325;32;13;19;1911;1200;18258;6953;1451;5400;102;t02;20211230;2021-12-29;Dolnośląskie
719;67;22;45;1582;1013;11154;4844;810;3963;71;t04;20211230;2021-12-29;Kujawsko-pomorskie
443;33;7;26;1314;527;7333;4279;480;3773;26;t06;20211230;2021-12-29;Lubelskie
436;15;9;6;684;416;6798;2457;483;1944;30;t08;20211230;2021-12-29;Lubuskie
853;36;12;24;1700;1056;13229;6457;981;5416;60;t10;20211230;2021-12-29;Łódzkie
1555;60;24;36;2211;1085;19784;8314;1705;6432;177;t12;20211230;2021-12-29;Małopolskie
1884;78;18;60;3367;2006;33973;14423;2123;12110;190;t14;20211230;2021-12-29;Mazowieckie
544;40;7;33;674;402;7183;2589;587;1959;43;t16;20211230;2021-12-29;Opolskie
471;30;5;25;940;499;8731;4182;532;3628;22;t18;20211230;2021-12-29;Podkarpackie
169;21;2;19;555;222;3711;2015;191;1815;9;t20;20211230;2021-12-29;Podlaskie
1005;40;7;33;1811;1022;15307;6523;1113;5267;143;t22;20211230;2021-12-29;Pomorskie
2024;75;16;59;3206;1698;26018;11635;2258;9221;156;t24;20211230;2021-12-29;Śląskie
334;36;20;16;736;330;5381;2355;386;1927;42;t26;20211230;2021-12-29;Świętokrzyskie
493;31;9;22;1029;606;7060;3088;545;2505;38;t28;20211230;2021-12-29;Warmińsko-mazurskie
1276;81;21;60;2737;1632;23374;7528;1389;6027;112;t30;20211230;2021-12-29;Wielkopolskie
693;34;8;26;1560;859;11169;4478;805;3596;77;t32;20211230;2021-12-29;Zachodniopomorskie
13601;638;233;405;23891;18587;213742;92923;15228;76504;1191;t00;20211231;2021-12-30;cały kraj
1037;25;16;9;1662;1649;17973;6247;1169;5008;70;t02;20211231;2021-12-30;Dolnośląskie
694;20;5;15;1425;880;10849;4722;744;3937;41;t04;20211231;2021-12-30;Kujawsko-pomorskie
533;22;5;17;1280;536;7173;4208;582;3603;23;t06;20211231;2021-12-30;Lubelskie
370;41;23;18;583;365;6640;2177;403;1748;26;t08;20211231;2021-12-30;Lubuskie
874;52;24;28;1472;1114;12975;6433;1013;5371;49;t10;20211231;2021-12-30;Łódzkie
1462;58;9;49;2130;1751;19359;8003;1647;6263;93;t12;20211231;2021-12-30;Małopolskie
1824;88;38;50;3250;2710;33606;15261;2107;12840;314;t14;20211231;2021-12-30;Mazowieckie
346;9;0;9;640;554;7022;2009;393;1593;23;t16;20211231;2021-12-30;Opolskie
630;41;9;32;979;668;8552;4396;708;3675;13;t18;20211231;2021-12-30;Podkarpackie
200;11;1;10;492;232;3469;1914;233;1669;12;t20;20211231;2021-12-30;Podlaskie
892;29;2;27;1577;1273;14848;6185;991;5062;132;t22;20211231;2021-12-30;Pomorskie
1643;99;56;43;3112;2600;25054;10253;1823;8278;152;t24;20211231;2021-12-30;Śląskie
351;17;8;9;630;448;5321;2339;400;1919;20;t26;20211231;2021-12-30;Świętokrzyskie
466;19;8;11;887;649;6822;2891;499;2369;23;t28;20211231;2021-12-30;Warmińsko-mazurskie
1434;77;27;50;2298;2200;23061;7794;1570;6102;122;t30;20211231;2021-12-30;Wielkopolskie
707;30;2;28;1426;883;10931;4615;794;3753;68;t32;20211231;2021-12-30;Zachodniopomorskie
12032;505;179;326;16733;17480;193405;78964;13408;64618;938;t00;20220101;2021-12-31;cały kraj
1109;35;21;14;1112;1623;16127;5411;1226;4091;94;t02;20220101;2021-12-31;Dolnośląskie
562;27;7;20;939;969;9799;3936;614;3295;27;t04;20220101;2021-12-31;Kujawsko-pomorskie
478;23;6;17;837;486;6325;3549;533;3003;13;t06;20220101;2021-12-31;Lubelskie
316;18;12;6;431;545;6169;1876;363;1489;24;t08;20220101;2021-12-31;Lubuskie
746;41;24;17;1147;1094;11869;5383;836;4508;39;t10;20220101;2021-12-31;Łódzkie
1276;54;32;22;1555;1649;17723;7320;1419;5805;96;t12;20220101;2021-12-31;Małopolskie
1718;34;8;26;2312;2488;30476;12377;1928;10322;127;t14;20220101;2021-12-31;Mazowieckie
405;12;3;9;404;662;6314;1843;445;1353;45;t16;20220101;2021-12-31;Opolskie
536;51;10;41;653;567;7907;3781;599;3170;12;t18;20220101;2021-12-31;Podkarpackie
